분류,SOURCE_CODE,SOURCE_CODE_DESCRIPTION,TARGET_CONCEPT_ID,TARGET_VOCABULARY_ID,EXT_TABLE,EXT_TYPE,EXT_KCD,EXT_ICD10,TARGET_CONCEPT_CODE, count ,검토,최종,new_concept_id,new_concept_name
Diabetes mellitus,D00006006,"Diabetes mellitus, unspecified, with motor neuropathy",4129225,SNOMED,Condition,dx_id,E1441,E14.4,126535008,7,1,포함,,
Diabetes mellitus,84487,Diabetic motor neuropathy,4129225,SNOMED,Condition,dx_id,E1448,E14.4,126535008,23,1,포함,,
Diabetes mellitus,84480,Diabetic sensory neuropathy,4131117,SNOMED,Condition,dx_id,E144,E14.4,127011001, - ,1,포함,,
Diabetes mellitus,D00006007,"Diabetes mellitus, unspecified, with sensory neuropathy",4131117,SNOMED,Condition,dx_id,E1441,E14.4,127011001,368,1,포함,,
Diabetes mellitus,83937,Diabetic sensory neuropathy,4131117,SNOMED,Condition,dx_id,E1441,E14.4,127011001,69,1,포함,,
Diabetes mellitus,D00006009,"Diabetes mellitus, unspecified, with peripheral angiopathy",4131908,SNOMED,Condition,dx_id,E145,E14.5,127014009,343,1,포함,,
Diabetes mellitus,84490,Diabetes mellitus peripheral vascular disease,4131908,SNOMED,Condition,dx_id,E145,E14.5,127014009,"1,641",1,포함,,
Diabetes mellitus,81936,Diabetic peripheral angiopathy,4131908,SNOMED,Condition,dx_id,I792,I79.2,127014009,39,1,포함,,
Diabetes mellitus,D00010369,Peripheral angiopathy in diabetes mellitus,4131908,SNOMED,Condition,dx_id,I792,I79.2,127014009,51,1,포함,,
Diabetes mellitus,D00005993,Hyperosmolar hyperglycemic syndrome,4147719,SNOMED,Condition,dx_id,E1400,E14.0,310505005,366,1,포함,,
Diabetes mellitus,D00005947,Type 1 diabetes mellitus with coma,4151281,SNOMED,Condition,dx_id,E1008,E10.0,314771006,3,1,포함,,
Diabetes mellitus,96739,Diabetic papillopathy,4151453,SNOMED,Condition,dx_id,E1438,E14.3,314537004,16,1,포함,,
Diabetes mellitus,83852,Foot diabetic ulcer,4159742,SNOMED,Condition,dx_id,E145,E14.5,371087003,185,1,포함,,
Diabetes mellitus,D00006014,"Diabetes mellitus, unspecified, with foot",4159742,SNOMED,Condition,dx_id,E147,E14.7,371087003,"7,343",1,포함,,
Diabetes mellitus,98242,Diabetic foot with ulcer,4159742,SNOMED,Condition,dx_id,E1470,E14.7,371087003,831,1,포함,,
Diabetes mellitus,98243,Diabetic foot with ulcer and gangrene,4159742,SNOMED,Condition,dx_id,E1471,E14.7,371087003,368,1,포함,,
Diabetes mellitus,83919,Diabetic retinopathy,4174977,SNOMED,Condition,dx_id,E143,E14.3,4855003,583,1,포함,,
Diabetes mellitus,84466,Diabetic retinopathy,4174977,SNOMED,Condition,dx_id,E143,E14.3,4855003,"4,968",1,포함,,
Diabetes mellitus,78795,Diabetic retinopathy,4174977,SNOMED,Condition,dx_id,E143,E14.3,4855003,"14,395",1,포함,,
Diabetes mellitus,84482,Diabetic autonomic neuropathy,4175440,SNOMED,Condition,dx_id,E144,E14.4,50620007, - ,1,포함,,
Diabetes mellitus,83939,Diabetic autonomic neuropathy,4175440,SNOMED,Condition,dx_id,E1442,E14.4,50620007,229,1,포함,,
Diabetes mellitus,D00023142,Pancreatic diabetes mellitus with nephropathy,4178452,SNOMED,Condition,dx_id,E132,E13.2,51002006, - ,1,포함,,
Diabetes mellitus,D00023143,Pancreatic diabetes mellitus with retinopathy,4178452,SNOMED,Condition,dx_id,E133,E13.3,51002006, - ,1,포함,,
Diabetes mellitus,D00023144,Pancreatic diabetes mellitus with cataract,4178452,SNOMED,Condition,dx_id,E1334,E13.3,51002006, - ,1,포함,,
Diabetes mellitus,D00023145,Pancreatic diabetes mellitus with other ophthalmic complication,4178452,SNOMED,Condition,dx_id,E1338,E13.3,51002006, - ,1,포함,,
Diabetes mellitus,D00023146,Pancreatic diabetes mellitus with neuropathy,4178452,SNOMED,Condition,dx_id,E134,E13.4,51002006, - ,1,포함,,
Diabetes mellitus,D00023147,Pancreatic diabetes mellitus with coronary artery disease,4178452,SNOMED,Condition,dx_id,E1358,E13.5,51002006, - ,1,포함,,
Diabetes mellitus,D00023148,Pancreatic diabetes mellitus with cerebrovascular disease,4178452,SNOMED,Condition,dx_id,E1358,E13.5,51002006, - ,1,포함,,
Diabetes mellitus,83907,Pancreatic diabetes mellitus,4178452,SNOMED,Condition,dx_id,E1368,E13.6,51002006,71,1,포함,,
Diabetes mellitus,84502,Pancreatic diabetes mellitus,4178452,SNOMED,Condition,dx_id,E138,E13.8,51002006,21,1,포함,,
Diabetes mellitus,D00005990,Pancreatic diabetes mellitus without complication,4178452,SNOMED,Condition,dx_id,E139,E13.9,51002006,160,1,포함,,
Diabetes mellitus,84485,Diabetic radiculopathy,4189418,SNOMED,Condition,dx_id,E1440,E14.4,39181008,56,1,포함,,
Diabetes mellitus,D00021560,"Diabetes mellitus, unspecified, with radiculopathy",4189418,SNOMED,Condition,dx_id,E1448,E14.4,39181008,100,1,포함,,
Diabetes mellitus,84455,Non-insulin-dependent diabetes mellitus without complications,4193704,SNOMED,Condition,dx_id,E119,E11.9,313436004,741,1,포함,,
Diabetes mellitus,93475,Non-insulin dependent diabetes mellitus with neuropathic arthropathy,4198296,SNOMED,Condition,dx_id,E1160,E11.6,314904008, - ,1,포함,,
Diabetes mellitus,D00023121,Drug-induced diabetes mellitus with nephropathy,4202383,SNOMED,Condition,dx_id,E132,E13.2,5368009, - ,1,포함,,
Diabetes mellitus,D00023122,Drug-induced diabetes mellitus with retinopathy,4202383,SNOMED,Condition,dx_id,E133,E13.3,5368009, - ,1,포함,,
Diabetes mellitus,D00023123,Drug-induced diabetes mellitus with cataract,4202383,SNOMED,Condition,dx_id,E1334,E13.3,5368009, - ,1,포함,,
Diabetes mellitus,D00023124,Drug-induced diabetes mellitus with other ophthalmic complication,4202383,SNOMED,Condition,dx_id,E1338,E13.3,5368009, - ,1,포함,,
Diabetes mellitus,D00023125,Drug-induced diabetes mellitus with neuropathy,4202383,SNOMED,Condition,dx_id,E134,E13.4,5368009, - ,1,포함,,
Diabetes mellitus,D00023126,Drug-induced diabetes mellitus with coronary artery disease,4202383,SNOMED,Condition,dx_id,E1358,E13.5,5368009, - ,1,포함,,
Diabetes mellitus,D00023127,Drug-induced diabetes mellitus with cerebrovascular disease,4202383,SNOMED,Condition,dx_id,E1358,E13.5,5368009, - ,1,포함,,
Diabetes mellitus,83908,Drug-induced diabetes mellitus,4202383,SNOMED,Condition,dx_id,E1368,E13.6,5368009,77,1,포함,,
Diabetes mellitus,85203,Drug-induced diabetes mellitus,4202383,SNOMED,Condition,dx_id,E138,E13.8,5368009,1,1,포함,,
Diabetes mellitus,84503,Drug-induced diabetes mellitus,4202383,SNOMED,Condition,dx_id,E138,E13.8,5368009,3,1,포함,,
Diabetes mellitus,D00005985,Drug-induced diabetes mellitus without complication,4202383,SNOMED,Condition,dx_id,E139,E13.9,5368009,129,1,포함,,
Diabetes mellitus,D00022702,Type 1 diabetes mellitus with other and unspecified diabetic foot complication,4224709,SNOMED,Condition,dx_id,E1072,E10.7,422228004,4,1,포함,,
Diabetes mellitus,84444,Insulin-dependent diabetes mellitus with multiple complication,4224709,SNOMED,Condition,dx_id,E1078,E10.7,422228004,732,1,포함,,
Diabetes mellitus,D00005961,Type 1 diabetes mellitus with multiple complications,4224709,SNOMED,Condition,dx_id,E1078,E10.7,422228004,17,1,포함,,
Diabetes mellitus,84460,Hyperglycemic hyperosmolar nonketotic coma,4226238,SNOMED,Condition,dx_id,E140,E14.0,422126006,17,1,포함,,
Diabetes mellitus,83913,Hyperglycemic hyperosmolar nonketotic coma,4226238,SNOMED,Condition,dx_id,E1400,E14.0,422126006,289,1,포함,,
Diabetes mellitus,83901,Nonobese type non-insulin-dependent diabetes mellitus,4230254,SNOMED,Condition,dx_id,E118,E11.8,359642000,54,1,포함,,
Diabetes mellitus,84448,Nonobese non-insulin-dependent diabetes mellitus,4230254,SNOMED,Condition,dx_id,E119,E11.9,359642000,120,1,포함,,
Diabetes mellitus,D00005980,Nonobese type 2 diabetes mellitus without complication,4230254,SNOMED,Condition,dx_id,E119,E11.9,359642000,223,1,포함,,
Diabetes mellitus,D00005986,Familial diabetes mellitus without complication,4245270,SNOMED,Condition,dx_id,E139,E13.9,5969009, - ,1,포함,,
Diabetes mellitus,84504,Familial diabetes mellitus,4245270,SNOMED,Condition,dx_id,E148,E14.8,5969009,24,1,포함,,
Diabetes mellitus,83909,Familial diabetes mellitus,4245270,SNOMED,Condition,dx_id,E148,E14.8,5969009,1,1,포함,,
Diabetes mellitus,84484,Diabetic mononeuropathy multiplex,4262282,SNOMED,Condition,dx_id,E1441,E14.4,35777006,9,1,포함,,
Diabetes mellitus,84447,Obese non-insulin-dependent diabetes mellitus,4304377,SNOMED,Condition,dx_id,E118,E11.8,81531005,56,1,포함,,
Diabetes mellitus,83900,Obese non-insulin-dependent diabetes mellitus,4304377,SNOMED,Condition,dx_id,E118,E11.8,81531005,19,1,포함,,
Diabetes mellitus,D00005981,Obese type 2 diabetes mellitus without complication,4304377,SNOMED,Condition,dx_id,E119,E11.9,81531005,181,1,포함,,
Diabetes mellitus,84491,Obesity in diabetes mellitus,4304377,SNOMED,Condition,dx_id,E146,E14.6,81531005, - ,1,포함,,
Diabetes mellitus,84292,Obesity in diabetes,4304377,SNOMED,Condition,dx_id,E668,E66.8,81531005,149,1,포함,,
Diabetes mellitus,D00021570,Obesity in diabetes,4304377,SNOMED,Condition,dx_id,E668,E66.8,81531005,95,1,포함,,
Diabetes mellitus,83944,Obesity in diabetes mellitus,4304377,SNOMED,Condition,dx_id,E668,E66.8,81531005,45,1,포함,,
Diabetes mellitus,D00005992,Wolfram syndrome,4322638,SNOMED,Condition,dx_id,E138,E13.9,70694009, - ,1,포함,,
Diabetes mellitus,84439,Wolfram syndrome,4322638,SNOMED,Condition,dx_id,E148,E14.8,70694009, - ,1,포함,,
Diabetes mellitus,84819,Wolfram syndrome,4322638,SNOMED,Condition,dx_id,E148,E14.8,70694009, - ,1,포함,,
Diabetes mellitus,84204,Wolfram syndrome,4322638,SNOMED,Condition,dx_id,E148,E14.8,70694009, - ,1,포함,,
Diabetes mellitus,83903,Wolfram syndrome,4322638,SNOMED,Condition,dx_id,E148,E14.8,70694009, - ,1,포함,,
Diabetes mellitus,83880,Wolfram syndrome,4322638,SNOMED,Condition,dx_id,E148,E14.8,70694009, - ,1,포함,,
Diabetes mellitus,79441,Wolfram syndrome,4322638,SNOMED,Condition,dx_id,E148,E14.8,70694009,2,1,포함,,
Diabetes mellitus,82517,Wolfram syndrome,4322638,SNOMED,Condition,dx_id,E148,E14.8,70694009, - ,1,포함,,
Diabetes mellitus,D00005983,Malnutrition related diabetes mellitus with hypoglycemia,4327944,SNOMED,Condition,dx_id,E1263,E12.6,75524006, - ,1,포함,,
Diabetes mellitus,D00022704,Malnutrition related diabetes mellitus with poor control blood glucose level,4327944,SNOMED,Condition,dx_id,E1264,E12.6,75524006, - ,1,포함,,
Diabetes mellitus,D00022705,Malnutrition related diabetes mellitus with other and unspecified diabetic foot complication,4327944,SNOMED,Condition,dx_id,E1272,E12.7,75524006,1,1,포함,,
Diabetes mellitus,D00005984,Malnutrition related diabetes mellitus without complication,4327944,SNOMED,Condition,dx_id,E129,E12.9,75524006,4,1,포함,,
Diabetes mellitus,D00005964,Type 2 diabetes mellitus with coma,36714116,SNOMED,Condition,dx_id,E1108,E11.0,719216001, - ,1,포함,,
Diabetes mellitus,84445,Insulin-dependent diabetes mellitus with gastroparesis,37017430,SNOMED,Condition,dx_id,E1042,E10.4,713704004,3,1,포함,,
Diabetes mellitus,84457,Non-insulin-dependent diabetes mellitus with gastroparesis,37017430,SNOMED,Condition,dx_id,E1142,E11.4,713704004,223,1,포함,,
Diabetes mellitus,74696,Diabetic gastroparesis,37017430,SNOMED,Condition,dx_id,E1442,E14.4,713704004,340,1,포함,,
Diabetes mellitus,D00006008,"Diabetes mellitus, unspecified, with gastroparesis",37017430,SNOMED,Condition,dx_id,E1442,E14.4,713704004,205,1,포함,,
Diabetes mellitus,D00023149,Posttransplant diabetes mellitus with nephropathy,40482883,SNOMED,Condition,dx_id,E132,E13.2,445260006, - ,1,포함,,
Diabetes mellitus,D00023150,Posttransplant diabetes mellitus with retinopathy,40482883,SNOMED,Condition,dx_id,E133,E13.3,445260006, - ,1,포함,,
Diabetes mellitus,D00023151,Posttransplant diabetes mellitus with cataract,40482883,SNOMED,Condition,dx_id,E1334,E13.3,445260006, - ,1,포함,,
Diabetes mellitus,D00023152,Posttransplant diabetes mellitus with other ophthalmic complication,40482883,SNOMED,Condition,dx_id,E1338,E13.3,445260006, - ,1,포함,,
Diabetes mellitus,D00023153,Posttransplant diabetes mellitus with neuropathy,40482883,SNOMED,Condition,dx_id,E134,E13.4,445260006, - ,1,포함,,
Diabetes mellitus,D00023154,Posttransplant diabetes mellitus with coronary artery disease,40482883,SNOMED,Condition,dx_id,E1358,E13.5,445260006, - ,1,포함,,
Diabetes mellitus,D00023155,Posttransplant diabetes mellitus with cerebrovascular disease,40482883,SNOMED,Condition,dx_id,E1358,E13.5,445260006, - ,1,포함,,
Diabetes mellitus,D00005976,Type 2 diabetes mellitus with diabetic foot ulcer,43530690,SNOMED,Condition,dx_id,E1170,E11.7,1.52E+12,315,1,포함,,
Diabetes mellitus,D00005977,Type 2 diabetes mellitus with diabetic foot ulcer and gangrene,43530690,SNOMED,Condition,dx_id,E1171,E11.7,1.52E+12,166,1,포함,,
Diabetes mellitus,83906,Maturity onset diabetes of young,43531006,SNOMED,Condition,dx_id,E118,E11.8,609562003,18,1,포함,,
Diabetes mellitus,84501,Maturity onset diabetes of young,43531006,SNOMED,Condition,dx_id,E118,E11.8,609562003,38,1,포함,,
Diabetes mellitus,D00005988,Maturity onset diabetes of young without complication,43531006,SNOMED,Condition,dx_id,E139,E13.9,609562003,45,1,포함,,
Diabetes mellitus,D00023128,Maturity onset diabetes of young with nephropathy,43531640,SNOMED,Condition,dx_id,E132,E13.2,609561005, - ,1,포함,,
Diabetes mellitus,D00023129,Maturity onset diabetes of young with retinopathy,43531640,SNOMED,Condition,dx_id,E133,E13.3,609561005, - ,1,포함,,
Diabetes mellitus,D00023130,Maturity onset diabetes of young with cataract,43531640,SNOMED,Condition,dx_id,E1334,E13.3,609561005, - ,1,포함,,
Diabetes mellitus,D00023131,Maturity onset diabetes of young with other ophthalmic complication,43531640,SNOMED,Condition,dx_id,E1338,E13.3,609561005, - ,1,포함,,
Diabetes mellitus,D00023132,Maturity onset diabetes of young with neuropathy,43531640,SNOMED,Condition,dx_id,E134,E13.4,609561005, - ,1,포함,,
Diabetes mellitus,D00023133,Maturity onset diabetes of young with coronary artery disease,43531640,SNOMED,Condition,dx_id,E1358,E13.5,609561005, - ,1,포함,,
Diabetes mellitus,D00023134,Maturity onset diabetes of young with cerebrovascular disease,43531640,SNOMED,Condition,dx_id,E1358,E13.5,609561005, - ,1,포함,,
Diabetes mellitus,D00005959,Type 1 diabetes mellitus with diabetic foot ulcer,45757507,SNOMED,Condition,dx_id,E1070,E10.7,1.65E+14,36,1,포함,,
Diabetes mellitus,D00005960,Type 1 diabetes mellitus with diabetic foot ulcer and gangrene,45757507,SNOMED,Condition,dx_id,E1071,E10.7,1.65E+14,22,1,포함,,
Diabetes mellitus,93474,Insulin-dependent diabetes mellitus neuropahic arthropathy,45769830,SNOMED,Condition,dx_id,E1060,E10.6,7.18E+13,10,1,포함,,
