covariateName,conceptId
drug_era during day -365 through 0 days relative to index: Metoprolol,1307046
drug_era group during day -365 through 0 days relative to index: Metoprolol,1307046
drug_era during day -365 through 0 days relative to index: Acetylcysteine,1139042
drug_era group during day -365 through 0 days relative to index: Acetylcysteine,1139042
drug_era during day -365 through 0 days relative to index: Morphine,1110410
drug_era group during day -365 through 0 days relative to index: Morphine,1110410
"drug_era group during day -365 through 0 days relative to index: Synthetic anticholinergics, esters with tertiary amino group",21600129
measurement during day -365 through 0 days relative to index: Left ventricular Stroke volume index,21490880
drug_exposure during day -365 through 0 days relative to index: magnesium citrate,967861
procedure_occurrence during day -365 through 0 days relative to index: Laparoscopic procedure,4196958
condition_occurrence during day -365 through 0 days relative to index: Complete atrioventricular block,320744
condition_era group during day -365 through 0 days relative to index: Complete atrioventricular block,320744
condition_era group during day -365 through 0 days relative to index: Apnea,321689
drug_exposure during day -365 through 0 days relative to index: 50 ML Leucovorin 10 MG/ML Injection,21098271
drug_exposure during day -365 through 0 days relative to index: Linagliptin 5 MG Oral Tablet,40239218
condition_occurrence during day -365 through 0 days relative to index: Loss of consciousness,372448
condition_occurrence during day -365 through 0 days relative to index: Abnormal gait,437643
drug_era during day -365 through 0 days relative to index: lafutidine,43009003
drug_era group during day -365 through 0 days relative to index: lafutidine,43009003
condition_occurrence during day -365 through 0 days relative to index: Hospital acquired pneumonia,4143092
condition_era group during day -365 through 0 days relative to index: Hospital acquired pneumonia,4143092
condition_era group during day -365 through 0 days relative to index: Healthcare associated infectious disease,4256893
condition_era group during day -365 through 0 days relative to index: Complication of health care,45772881
drug_era during day -365 through 0 days relative to index: Felodipine,1353776
drug_era group during day -365 through 0 days relative to index: Felodipine,1353776
procedure_occurrence during day -365 through 0 days relative to index: Pure tone audiometry,4091134
condition_era group during day -365 through 0 days relative to index: Inflammatory disorder of digestive tract,4043371
condition_era group during day -365 through 0 days relative to index: Appendicitis,440448
condition_era group during day -365 through 0 days relative to index: Acute appendicitis,4310400
drug_exposure during day -365 through 0 days relative to index: glimepiride 4 MG Oral Tablet,1597773
measurement during day -365 through 0 days relative to index: Mini-mental state examination,4169175
condition_era group during day -365 through 0 days relative to index: Musculoskeletal pain,4150129
drug_era during day -365 through 0 days relative to index: Linagliptin,40239216
drug_era group during day -365 through 0 days relative to index: Linagliptin,40239216
condition_era group during day -365 through 0 days relative to index: Spontaneous intracranial hemorrhage,42538062
measurement during day -365 through 0 days relative to index: Beta hydroxybutyrate [Moles/volume] in Serum or Plasma,3003985
measurement during day -365 through 0 days relative to index: Methyl ethyl ketone [Moles/volume] in Serum or Plasma,3029348
measurement during day -365 through 0 days relative to index: Acetoacetate [Moles/volume] in Serum or Plasma,3035526
condition_era group during day -365 through 0 days relative to index: Carotid artery stenosis,442615
drug_exposure during day -365 through 0 days relative to index: Amikacin 500 MG,43135328
drug_era during day -365 through 0 days relative to index: ezetimibe,1526475
drug_era group during day -365 through 0 days relative to index: ezetimibe,1526475
drug_era group during day -365 through 0 days relative to index: Other lipid modifying agents,21601888
condition_era group during day -365 through 0 days relative to index: Blood drug level high,4042074
condition_era group during day -365 through 0 days relative to index: Dementia,4182210
condition_era group during day -365 through 0 days relative to index: Ruptured aneurysm of artery,4049072
"measurement during day -365 through 0 days relative to index: Carbon dioxide, total [Moles/volume] in Serum or Plasma",3015632
measurement during day -365 through 0 days relative to index: Frailty Index score,37018726
condition_era group during day -365 through 0 days relative to index: Embolism,4185607
drug_era during day -365 through 0 days relative to index: Trimebutine,19005512
drug_era group during day -365 through 0 days relative to index: Trimebutine,19005512
condition_era group during day -365 through 0 days relative to index: Lower respiratory tract infection,4175297
condition_occurrence during day -365 through 0 days relative to index: Dementia,4182210
drug_era group during day -365 through 0 days relative to index: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,21600932
drug_era group during day -365 through 0 days relative to index: OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,21600933
condition_occurrence during day -365 through 0 days relative to index: Asthma,317009
condition_era group during day -365 through 0 days relative to index: Asthma,317009
measurement during day -365 through 0 days relative to index: Theophylline [Mass/volume] in Serum or Plasma,3016072
condition_era group during day -365 through 0 days relative to index: Finding related to ability to move,4270829
drug_era during day -365 through 0 days relative to index: beraprost sodium,43009013
drug_era group during day -365 through 0 days relative to index: beraprost sodium,43009013
condition_era group during day -365 through 0 days relative to index: Infectious disease of lung,4028389
condition_era group during day -365 through 0 days relative to index: Lesion of face,35624868
drug_exposure during day -365 through 0 days relative to index: voglibose 0.299999999999999989 MG Oral Tablet,42961189
drug_exposure during day -365 through 0 days relative to index: Bromhexine 8 MG,19087032
measurement during day -365 through 0 days relative to index: Incontinent voids [#] Urinary tract,21493950
measurement during day -365 through 0 days relative to index: Breath rate setting Ventilator,3007469
condition_era group during day -365 through 0 days relative to index: Dermatophytosis,135473
condition_occurrence during day -365 through 0 days relative to index: Retinopathy due to diabetes mellitus,4174977
condition_era group during day -365 through 0 days relative to index: Paralysis,440377
condition_era group during day -365 through 0 days relative to index: Measurement finding above reference range,40484935
measurement during day -365 through 0 days relative to index: Left ventricular Stroke volume,3036518
drug_era during day -365 through 0 days relative to index: Alprostadil,1381504
drug_era group during day -365 through 0 days relative to index: Alprostadil,1381504
drug_era group during day -365 through 0 days relative to index: Prostaglandins,21600361
condition_occurrence during day -365 through 0 days relative to index: Dyspnea on exertion,4263848
condition_era group during day -365 through 0 days relative to index: Dyspnea on exertion,4263848
drug_era during day -365 through 0 days relative to index: tianeptine,19041910
drug_era group during day -365 through 0 days relative to index: tianeptine,19041910
condition_occurrence during day -365 through 0 days relative to index: Heart failure,316139
"drug_era during day -365 through 0 days relative to index: Insulin, Glulisine, Human",1544838
"drug_era group during day -365 through 0 days relative to index: Insulin, Glulisine, Human",1544838
drug_era group during day -365 through 0 days relative to index: Various alimentary tract and metabolism products,21600951
drug_exposure during day -365 through 0 days relative to index: Warfarin Sodium 2 MG,40163523
"drug_era group during day -365 through 0 days relative to index: LOW-CEILING DIURETICS, EXCL. THIAZIDES",21601489
"drug_era group during day -365 through 0 days relative to index: Sulfonamides, plain",21601490
drug_exposure during day -365 through 0 days relative to index: ebastine 10 MG / Pseudoephedrine 120 MG Extended Release Oral Capsule,42965082
condition_era group during day -365 through 0 days relative to index: Head and neck injury,4154162
condition_era group during day -365 through 0 days relative to index: Finding related to ability to perform gross motor function,4270828
drug_exposure during day -365 through 0 days relative to index: Carboplatin 450 MG Injectable Solution,40930844
drug_era during day -365 through 0 days relative to index: Warfarin,1310149
drug_era group during day -365 through 0 days relative to index: Warfarin,1310149
drug_era group during day -365 through 0 days relative to index: Vitamin K antagonists,21600962
index year: 2016,0
condition_era group during day -365 through 0 days relative to index: Soft tissue infection,4320030
drug_era during day -365 through 0 days relative to index: candesartan,1351557
drug_era group during day -365 through 0 days relative to index: candesartan,1351557
drug_exposure during day -365 through 0 days relative to index: beraprost sodium 0.0200000000000000004 MG,42960522
condition_era group during day -365 through 0 days relative to index: Vertigo,439383
condition_era group during day -365 through 0 days relative to index: Cholecystitis,192956
condition_occurrence during day -365 through 0 days relative to index: Postoperative hemorrhage,4002836
index year: 2008,0
condition_era group during day -365 through 0 days relative to index: Complication associated with device,43021974
measurement during day -365 through 0 days relative to index: Mitral valve Peak A wave by US.doppler,3037723
drug_exposure during day -365 through 0 days relative to index: Urokinase 100000 UNT,21154690
"drug_exposure during day -365 through 0 days relative to index: 10 ML Insulin, Glulisine, Human 100 UNT/ML Injectable Solution",35781940
drug_exposure during day -365 through 0 days relative to index: glimepiride 2 MG / Metformin 500 MG Oral Tablet,42953740
condition_era group during day -365 through 0 days relative to index: Ruptured cerebral aneurysm,4120104
drug_exposure during day -365 through 0 days relative to index: olopatadine 5 MG Oral Tablet,42954552
condition_occurrence during day -365 through 0 days relative to index: Vocal cord paralysis,261599
condition_era group during day -365 through 0 days relative to index: Vocal cord paralysis,261599
condition_era group during day -365 through 0 days relative to index: Paralysis of glottis,4024361
condition_era group during day -365 through 0 days relative to index: Paralysis of larynx,4233244
drug_exposure during day -365 through 0 days relative to index: myrtol,19018433
condition_era group during day -365 through 0 days relative to index: Depressive disorder,440383
measurement during day -365 through 0 days relative to index: Thyrotropin receptor Ab [Units/volume] in Serum,3017044
procedure_occurrence during day -365 through 0 days relative to index: CT angiography of bilateral lower extremities,37109138
drug_era during day -365 through 0 days relative to index: Thioctate,1386670
drug_era group during day -365 through 0 days relative to index: Thioctate,1386670
drug_era during day -365 through 0 days relative to index: Cefadroxil,1769535
drug_era group during day -365 through 0 days relative to index: Cefadroxil,1769535
condition_era group during day -365 through 0 days relative to index: Retinopathy due to diabetes mellitus,4174977
condition_era group during day -365 through 0 days relative to index: Acute ischemic heart disease,319844
condition_era group during day -365 through 0 days relative to index: Infection of skin and/or subcutaneous tissue,201093
condition_era group during day -365 through 0 days relative to index: Infection of skin,4029043
condition_occurrence during day -365 through 0 days relative to index: Malignant tumor of lung,443388
drug_exposure during day -365 through 0 days relative to index: Simvastatin 20 MG,1539465
condition_era group during day -365 through 0 days relative to index: Laceration - injury,443419
condition_era group during day -365 through 0 days relative to index: Gastrointestinal and digestive injury,4106203
condition_era group during day -365 through 0 days relative to index: Acute pulmonary edema,261600
measurement during day -365 through 0 days relative to index: Oxygen saturation in Arterial blood by Pulse oximetry,40762499
drug_era during day -365 through 0 days relative to index: Glucose,1560524
drug_era group during day -365 through 0 days relative to index: Glucose,1560524
drug_era group during day -365 through 0 days relative to index: Solutions for parenteral nutrition,21601154
drug_era group during day -365 through 0 days relative to index: GENERAL NUTRIENTS,21605342
drug_era group during day -365 through 0 days relative to index: OTHER NUTRIENTS,21605348
drug_era group during day -365 through 0 days relative to index: Carbohydrates,21605351
drug_exposure during day -365 through 0 days relative to index: Atenolol 25 MG Oral Tablet,19018811
measurement during day -365 through 0 days relative to index: Pupillary response Left pupil,21491763
condition_era group during day -365 through 0 days relative to index: Acute myocardial infarction,312327
drug_era during day -365 through 0 days relative to index: Bromhexine,19030493
drug_era group during day -365 through 0 days relative to index: Bromhexine,19030493
drug_era during day -365 through 0 days relative to index: atorvastatin,1545958
drug_era group during day -365 through 0 days relative to index: atorvastatin,1545958
measurement during day -365 through 0 days relative to index: Uterus Fundal height Tape measure,3023791
condition_era group during day -365 through 0 days relative to index: Multi-infarct dementia,379778
condition_era group during day -365 through 0 days relative to index: Intracranial artery occlusion with infarction,763168
condition_era group during day -365 through 0 days relative to index: Multi-infarct state,4045742
condition_era group during day -365 through 0 days relative to index: Diffuse cerebrovascular disease,4121341
condition_era group during day -365 through 0 days relative to index: Occlusion of cerebral artery with stroke,43531605
condition_era group during day -365 through 0 days relative to index: Heart failure,316139
drug_exposure during day -365 through 0 days relative to index: Rifampin 600 MG,1763297
condition_occurrence during day -365 through 0 days relative to index: Diabetes mellitus,201820
drug_exposure during day -365 through 0 days relative to index: Metformin hydrochloride 250 MG,40164902
drug_era during day -365 through 0 days relative to index: Levobupivacaine,19098741
drug_era group during day -365 through 0 days relative to index: Levobupivacaine,19098741
condition_era group during day -365 through 0 days relative to index: Urinary tract infectious disease,81902
drug_era group during day -365 through 0 days relative to index: OTHER CARDIAC PREPARATIONS,21600360
drug_era during day -365 through 0 days relative to index: Digoxin,1326303
drug_era group during day -365 through 0 days relative to index: Digoxin,1326303
drug_era group during day -365 through 0 days relative to index: CARDIAC GLYCOSIDES,21601239
drug_era group during day -365 through 0 days relative to index: Digitalis glycosides,21601240
measurement during day -365 through 0 days relative to index: Creatinine [Mass/volume] in 24 hour Urine,3001349
condition_era group during day -365 through 0 days relative to index: Postoperative hemorrhage,4002836
condition_era group during day -365 through 0 days relative to index: Superficial mycosis,4077081
drug_exposure during day -365 through 0 days relative to index: gabexate mesilate 100 MG,42962864
measurement during day -365 through 0 days relative to index: Follitropin [Units/volume] in Serum or Plasma,3023323
drug_exposure during day -365 through 0 days relative to index: Diltiazem Hydrochloride 30 MG,1328688
drug_era during day -365 through 0 days relative to index: desmopressin,1517070
drug_era group during day -365 through 0 days relative to index: desmopressin,1517070
measurement during day -365 through 0 days relative to index: Cancer Ag 125 [Units/volume] in Serum or Plasma,3037551
condition_era group during day -365 through 0 days relative to index: Cellulitis,435613
condition_era group during day -365 through 0 days relative to index: Abscess of trunk,4176868
measurement during day -365 through 0 days relative to index: Lutropin [Units/volume] in Serum or Plasma,3009214
drug_exposure during day -365 through 0 days relative to index: 1000 ML Glucose 50 MG/ML / Potassium Chloride 0.03 MEQ/ML / Sodium Chloride 4.5 MG/ML Injection,19123352
drug_era during day -365 through 0 days relative to index: Buspirone,733301
drug_era group during day -365 through 0 days relative to index: Buspirone,733301
drug_era during day -365 through 0 days relative to index: Isosorbide,1383815
drug_era group during day -365 through 0 days relative to index: Isosorbide,1383815
drug_era group during day -365 through 0 days relative to index: Azaspirodecanedione derivatives,21604600
drug_era during day -365 through 0 days relative to index: Pheniramine,933952
drug_era group during day -365 through 0 days relative to index: Pheniramine,933952
condition_occurrence during day -365 through 0 days relative to index: Multi-infarct dementia,379778
condition_occurrence during day -365 through 0 days relative to index: Myocardial infarction,4329847
condition_era group during day -365 through 0 days relative to index: Diabetes mellitus,201820
drug_era group during day -365 through 0 days relative to index: VARIOUS,21605212
condition_era group during day -365 through 0 days relative to index: Gastritis,201340
condition_occurrence during day -365 through 0 days relative to index: Urinary tract infectious disease,81902
condition_era group during day -365 through 0 days relative to index: Inflammatory disease of the central nervous system,4190307
measurement during day -365 through 0 days relative to index: Sjogrens syndrome-B extractable nuclear Ab [Presence] in Serum by Immunoassay,3005307
condition_era group during day -365 through 0 days relative to index: Empyema,4209859
condition_era group during day -365 through 0 days relative to index: Arthropathy of knee joint,4324765
drug_era during day -365 through 0 days relative to index: valsartan,1308842
drug_era group during day -365 through 0 days relative to index: valsartan,1308842
measurement during day -365 through 0 days relative to index: Pupil shape [Shape] of Left pupil,21494473
drug_era during day -365 through 0 days relative to index: Risedronate,1516800
drug_era group during day -365 through 0 days relative to index: Risedronate,1516800
drug_exposure during day -365 through 0 days relative to index: fluticasone 0.5 MG / salmeterol 0.05 MG Dry Powder Inhaler,43181576
condition_era group during day -365 through 0 days relative to index: Cerebral infarction,443454
drug_exposure during day -365 through 0 days relative to index: desmopressin,1517070
procedure_occurrence during day -365 through 0 days relative to index: Speech audiometry,4091138
condition_era group during day -365 through 0 days relative to index: Gastroesophageal reflux disease,318800
condition_occurrence during day -365 through 0 days relative to index: Osteoarthritis of knee,4079750
condition_era group during day -365 through 0 days relative to index: Osteoarthritis of knee,4079750
condition_era group during day -365 through 0 days relative to index: Lesion of genitalia,37110208
drug_era during day -365 through 0 days relative to index: Captopril,1340128
drug_era group during day -365 through 0 days relative to index: Captopril,1340128
condition_occurrence during day -365 through 0 days relative to index: Pulmonary embolism,440417
drug_era group during day -365 through 0 days relative to index: HYPOTHALAMIC HORMONES,21602709
drug_era group during day -365 through 0 days relative to index: Somatostatin and analogues,21602714
drug_exposure during day -365 through 0 days relative to index: pneumococcal capsular polysaccharide type 23F vaccine,40163692
condition_occurrence during day -365 through 0 days relative to index: Gastroesophageal reflux disease,318800
condition_occurrence during day -365 through 0 days relative to index: Hoarse,4177176
condition_era group during day -365 through 0 days relative to index: Hoarse,4177176
condition_era group during day -365 through 0 days relative to index: Infectious disease of genitourinary system,4099350
drug_exposure during day -365 through 0 days relative to index: Mirtazapine 7.5 MG Oral Tablet,19112586
drug_era group during day -365 through 0 days relative to index: POTASSIUM-SPARING AGENTS,21601532
condition_occurrence during day -365 through 0 days relative to index: Intracranial hemorrhage,439847
condition_era group during day -365 through 0 days relative to index: Perforation of large intestine,4119306
measurement during day -365 through 0 days relative to index: Ventilation mode Ventilator,3004921
measurement during day -365 through 0 days relative to index: Inhaled oxygen concentration,3020716
condition_occurrence during day -365 through 0 days relative to index: Suicide attempt,4219484
measurement during day -365 through 0 days relative to index: C peptide [Mass/volume] in Serum or Plasma --baseline,40760490
drug_era during day -365 through 0 days relative to index: Ketamine,785649
drug_era group during day -365 through 0 days relative to index: Ketamine,785649
drug_exposure during day -365 through 0 days relative to index: mequitazine 5 MG,19090530
condition_era group during day -365 through 0 days relative to index: Chronic digestive system disorder,4134593
condition_era group during day -365 through 0 days relative to index: Empyema of pleura,4238808
drug_exposure during day -365 through 0 days relative to index: Dobutamine 250 MG Injection,43290740
measurement during day -365 through 0 days relative to index: Protein [Mass/volume] in 24 hour Urine,3011705
measurement during day -365 through 0 days relative to index: Myoglobin [Mass/volume] in Serum or Plasma,3005895
index year: 2009,0
drug_era during day -365 through 0 days relative to index: Amisulpride,19057607
drug_era group during day -365 through 0 days relative to index: Amisulpride,19057607
drug_era group during day -365 through 0 days relative to index: Benzamides,21604547
condition_era group during day -365 through 0 days relative to index: Postprocedural infection,36712821
condition_occurrence during day -365 through 0 days relative to index: Gastritis,201340
condition_era group during day -365 through 0 days relative to index: Bacterial respiratory infection,4207184
measurement during day -365 through 0 days relative to index: dRVVT actual/normal (normalized LA screen),3010528
drug_era during day -365 through 0 days relative to index: Spironolactone,970250
drug_era group during day -365 through 0 days relative to index: Spironolactone,970250
drug_era group during day -365 through 0 days relative to index: Aldosterone antagonists,21601533
condition_era group during day -365 through 0 days relative to index: Degenerative disorder of muscle,4180012
drug_exposure during day -365 through 0 days relative to index: Ketamine Injection,36890540
condition_occurrence during day -365 through 0 days relative to index: Difficulty passing urine,4010658
condition_era group during day -365 through 0 days relative to index: Difficulty passing urine,4010658
condition_era group during day -365 through 0 days relative to index: Finding related to ability to pass urine,4182138
condition_era group during day -365 through 0 days relative to index: Open wound of head,4243161
condition_era group during day -365 through 0 days relative to index: Open wound of head AND/OR neck,4246695
condition_era group during day -365 through 0 days relative to index: Myocardial lesion,4103192
condition_era group during day -365 through 0 days relative to index: Myocardial infarction,4329847
condition_era group during day -365 through 0 days relative to index: Myocardial necrosis,4354249
condition_era group during day -365 through 0 days relative to index: Dementia associated with another disease,374888
condition_era group during day -365 through 0 days relative to index: Myocardial disease,4239975
drug_era during day -365 through 0 days relative to index: Octreotide,1522957
drug_era group during day -365 through 0 days relative to index: Octreotide,1522957
condition_era group during day -365 through 0 days relative to index: Degenerative disorder of musculoskeletal system,4178680
condition_era group during day -365 through 0 days relative to index: Infective disorder of head,4176944
condition_era group during day -365 through 0 days relative to index: Mass of back,4203098
condition_era group during day -365 through 0 days relative to index: Vascular dementia,443605
measurement during day -365 through 0 days relative to index: Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma,3038136
drug_era during day -365 through 0 days relative to index: flomoxef sodium,43009087
drug_era group during day -365 through 0 days relative to index: flomoxef sodium,43009087
condition_occurrence during day -365 through 0 days relative to index: Ruptured abdominal aortic aneurysm,195559
condition_era group during day -365 through 0 days relative to index: Paralytic syndrome on one side of the body,43531639
drug_exposure during day -365 through 0 days relative to index: Paroxetine Hydrochloride 12.5 MG,35604571
drug_exposure during day -365 through 0 days relative to index: Psyllium,957797
drug_exposure during day -365 through 0 days relative to index: 250 ML Dobutamine 1 MG/ML Injection,19076658
measurement during day -365 through 0 days relative to index: Collagen crosslinked C-telopeptide [Mass/volume] in Serum or Plasma,3041449
drug_exposure during day -365 through 0 days relative to index: 50 ML Sodium Chloride 9 MG/ML Injection,40221384
condition_era group during day -365 through 0 days relative to index: Laceration of head and neck,4155030
condition_era group during day -365 through 0 days relative to index: Laceration of head,4179823
"drug_exposure during day -365 through 0 days relative to index: 3 ML Regular Insulin, Human 100 UNT/ML Pen Injector",42921644
drug_era during day -365 through 0 days relative to index: eperisone hydrochloride,43009085
drug_era group during day -365 through 0 days relative to index: eperisone hydrochloride,43009085
drug_exposure during day -365 through 0 days relative to index: Cefazolin 1000 MG,46287336
measurement during day -365 through 0 days relative to index: Magnesium [Moles/volume] in Serum or Plasma,3012095
drug_exposure during day -365 through 0 days relative to index: 1000 ML Calcium Chloride 0.200000000000000011 MG/ML / Lactate 3.10000000000000009 MG/ML / Potassium Chloride 0.299999999999999989 MG/ML / Sodium Chloride 6 MG/ML Injectable Solution,42918203
measurement during day -365 through 0 days relative to index: Fibrin D-dimer [Units/volume] in Platelet poor plasma,3023361
drug_era group during day -365 through 0 days relative to index: ANTIHEMORRHAGICS,21601032
drug_era group during day -365 through 0 days relative to index: First-generation cephalosporins,21602869
drug_era during day -365 through 0 days relative to index: Lactate,19011035
drug_era group during day -365 through 0 days relative to index: Lactate,19011035
drug_era during day -365 through 0 days relative to index: Calcium Chloride,19036781
drug_era group during day -365 through 0 days relative to index: Calcium Chloride,19036781
drug_era group during day -365 through 0 days relative to index: GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,21602360
"drug_era group during day -365 through 0 days relative to index: ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",21602361
drug_era group during day -365 through 0 days relative to index: Organic acids,21602384
condition_era group during day -365 through 0 days relative to index: Structural disorder of heart,4027255
drug_era group during day -365 through 0 days relative to index: ANTIINFECTIVES,21603552
drug_era group during day -365 through 0 days relative to index: Other antiinfectives,21603594
measurement during day -365 through 0 days relative to index: Pentaspan given [Volume],3021829
"measurement during day -365 through 0 days relative to index: Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",46236952
measurement during day -365 through 0 days relative to index: Creatinine [Mass/volume] in Urine,3017250
drug_exposure during day -365 through 0 days relative to index: 50 ML Nitroglycerin 1 MG/ML Injection,43701681
measurement during day -365 through 0 days relative to index: Microscopic observation [Identifier] in Unspecified specimen by Acid fast stain,3027744
measurement during day -365 through 0 days relative to index: Breath termination sensitivity setting Ventilator,3046338
measurement during day -365 through 0 days relative to index: Mycobacterium sp identified in Unspecified specimen by Organism specific culture,3005702
drug_exposure during day -365 through 0 days relative to index: Albuterol 2.5 MG/ACTUAT,19100356
drug_era group during day -365 through 0 days relative to index: Osmotically acting laxatives,21600565
"drug_era group during day -365 through 0 days relative to index: ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",21600424
condition_era group during day -365 through 0 days relative to index: Pain of cardiovascular structure,4115408
condition_era group during day -365 through 0 days relative to index: Angina pectoris,321318
drug_era group during day -365 through 0 days relative to index: Antiinfectives and antiseptics for local oral treatment,21600011
condition_era group during day -365 through 0 days relative to index: Chest pain,77670
drug_era group during day -365 through 0 days relative to index: Other antiepileptics,21604428
drug_era during day -365 through 0 days relative to index: Calcium polystyrene sulfonate product,19112563
drug_era group during day -365 through 0 days relative to index: Calcium polystyrene sulfonate product,19112563
measurement during day -365 through 0 days relative to index: Clostridioides difficile toxin A+B [Presence] in Stool by Immunoassay,3044936
condition_occurrence during day -365 through 0 days relative to index: Pneumonia,255848
"drug_era group during day -365 through 0 days relative to index: ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",21604847
drug_era group during day -365 through 0 days relative to index: ANTIPROTOZOALS,21604848
drug_era during day -365 through 0 days relative to index: Metronidazole,1707164
drug_era group during day -365 through 0 days relative to index: Metronidazole,1707164
drug_era group during day -365 through 0 days relative to index: Other chemotherapeutics,21602095
drug_era group during day -365 through 0 days relative to index: AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,21604849
drug_era group during day -365 through 0 days relative to index: Nitroimidazole derivatives,21604856
drug_era group during day -365 through 0 days relative to index: ANTIHYPERTENSIVES,21600381
drug_exposure during day -365 through 0 days relative to index: Vancomycin 100000 MG,40752945
measurement during day -365 through 0 days relative to index: Blood product.other given [Volume],3025360
condition_era group during day -365 through 0 days relative to index: Heart disease,321588
drug_exposure during day -365 through 0 days relative to index: 2 ML Alfentanil 0.5 MG/ML Injection,35606190
drug_era during day -365 through 0 days relative to index: zolpidem,744740
drug_era group during day -365 through 0 days relative to index: zolpidem,744740
drug_era group during day -365 through 0 days relative to index: Benzodiazepine related drugs,21604653
condition_era group during day -365 through 0 days relative to index: Septic shock,196236
measurement during day -365 through 0 days relative to index: Positive end expiratory pressure setting Ventilator,3022875
drug_era during day -365 through 0 days relative to index: itopride hydrochloride,43009053
drug_era group during day -365 through 0 days relative to index: itopride hydrochloride,43009053
condition_era group during day -365 through 0 days relative to index: Ischemic heart disease,4185932
drug_exposure during day -365 through 0 days relative to index: Acetaminophen 32 MG/ML,1127523
condition_era group during day -365 through 0 days relative to index: Acute infectious disease,4271450
drug_era group during day -365 through 0 days relative to index: BETA BLOCKING AGENTS,21601664
drug_era group during day -365 through 0 days relative to index: BETA BLOCKING AGENTS,21601665
measurement during day -365 through 0 days relative to index: Invasive Diastolic blood pressure,21490851
measurement during day -365 through 0 days relative to index: Invasive Systolic blood pressure,21490853
measurement during day -365 through 0 days relative to index: Mycobacterium tuberculosis DNA [Presence] in Unspecified specimen by NAA with probe detection,3014162
procedure_occurrence during day -365 through 0 days relative to index: CT of brain without contrast,4244986
drug_era during day -365 through 0 days relative to index: darbepoetin alfa,1304643
drug_era group during day -365 through 0 days relative to index: darbepoetin alfa,1304643
drug_era during day -365 through 0 days relative to index: tiropramide,19100759
drug_era group during day -365 through 0 days relative to index: tiropramide,19100759
"drug_era group during day -365 through 0 days relative to index: Synthetic antispasmodics, amides with tertiary amines",21600161
procedure_occurrence during day -365 through 0 days relative to index: CT of chest,4058335
measurement during day -365 through 0 days relative to index: Viscosity of Body fluid,3010190
drug_era during day -365 through 0 days relative to index: Vitamin K 1,19044727
drug_era group during day -365 through 0 days relative to index: Vitamin K 1,19044727
drug_era group during day -365 through 0 days relative to index: VITAMIN K AND OTHER HEMOSTATICS,21601043
drug_era group during day -365 through 0 days relative to index: Vitamin K,21601044
measurement during day -365 through 0 days relative to index: Bicarbonate [Moles/volume] in Arterial blood,3008152
measurement during day -365 through 0 days relative to index: pH of Arterial blood,3019977
measurement during day -365 through 0 days relative to index: Physical findings of Skin,3013135
measurement during day -365 through 0 days relative to index: Mental status,3018668
measurement during day -365 through 0 days relative to index: Respiration rhythm,3020481
measurement during day -365 through 0 days relative to index: Aldrete scoring system,35610399
measurement during day -365 through 0 days relative to index: Level of responsiveness NEMSIS,40770382
measurement during day -365 through 0 days relative to index: Cytomegalovirus Ag [Presence] in Blood,3036961
drug_era group during day -365 through 0 days relative to index: ANTIGOUT PREPARATIONS,21604128
drug_era group during day -365 through 0 days relative to index: ANTIGOUT PREPARATIONS,21604129
drug_exposure during day -365 through 0 days relative to index: ramosetron hydrochloride Injectable Solution,42960507
drug_era during day -365 through 0 days relative to index: Levetiracetam,711584
drug_era group during day -365 through 0 days relative to index: Levetiracetam,711584
procedure_occurrence during day -365 through 0 days relative to index: MRI of brain with contrast,36717294
drug_era during day -365 through 0 days relative to index: donepezil,715997
drug_era group during day -365 through 0 days relative to index: donepezil,715997
condition_era group during day -365 through 0 days relative to index: Kidney disorder due to diabetes mellitus,192279
measurement during day -365 through 0 days relative to index: Corticotropin [Mass/volume] in Plasma by Radioimmunoassay (RIA),3027206
measurement during day -365 through 0 days relative to index: Apolipoprotein B [Mass/volume] in Serum or Plasma,3014791
drug_exposure during day -365 through 0 days relative to index: Cisplatin 10 MG,40983098
drug_era during day -365 through 0 days relative to index: Alfentanil,19059528
drug_era group during day -365 through 0 days relative to index: Alfentanil,19059528
measurement during day -365 through 0 days relative to index: Signs and symptoms of delirium (from CAM) [CAM.MDSv3],40757758
measurement during day -365 through 0 days relative to index: Disorganized thinking in last 7 days [CAM.CMS],40757760
measurement during day -365 through 0 days relative to index: Altered level of consciousness in last 7 day [CAM.CMS],40757761
measurement during day -365 through 0 days relative to index: Apolipoprotein A-I [Mass/volume] in Serum or Plasma,3008364
condition_occurrence during day -365 through 0 days relative to index: Chronic idiopathic pulmonary fibrosis,45763751
drug_exposure during day -365 through 0 days relative to index: Povidone-Iodine,1750087
