covariateName,conceptId
procedure_occurrence during day -365 through 0 days relative to index: Insertion of ureteral stent with ureterotomy,4261375
condition_occurrence during day -365 through 0 days relative to index: Aspiration pneumonia,4309106
condition_era group during day -365 through 0 days relative to index: Aspiration pneumonia,4309106
condition_era group during day -365 through 0 days relative to index: Malignant adenomatous neoplasm,40484156
index year: 2009,0
condition_occurrence during day -365 through 0 days relative to index: Post-discharge follow-up,4235697
measurement during day -365 through 0 days relative to index: Unknown concept,7001000008
condition_occurrence during day -365 through 0 days relative to index: Secondary malignant neoplasm of bone,78097
condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplasm of bone,78097
condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of bone,443564
condition_era group during day -365 through 0 days relative to index: Neoplasm of bone,444204
condition_era group during day -365 through 0 days relative to index: Neoplasm of musculoskeletal system,4180313
condition_era group during day -365 through 0 days relative to index: Malignant neoplasm of skeletal system,40482784
condition_era group during day -365 through 0 days relative to index: Neoplasm of skeletal system,40485387
drug_exposure during day -365 through 0 days relative to index: Amitriptyline 10 MG,710185
drug_era group during day -365 through 0 days relative to index: Calcineurin inhibitors,21603923
drug_exposure during day -365 through 0 days relative to index: mirabegron 50 MG Extended Release Oral Tablet,42873446
drug_exposure during day -365 through 0 days relative to index: Nicorandil 5 MG,19111017
measurement during day -365 through 0 days relative to index: Unknown concept,7001000007
condition_occurrence during day -365 through 0 days relative to index: Muscle weakness of limb,37017268
condition_era group during day -365 through 0 days relative to index: Muscle weakness of limb,37017268
measurement during day -365 through 0 days relative to index: Nutritional assessment,4149297
measurement during day -365 through 0 days relative to index: Basic activity of daily living,4186718
measurement during day -365 through 0 days relative to index: Instrumental activity of daily living,4188288
measurement during day -365 through 0 days relative to index: Charlson Comorbidity Index,42538860
condition_era group during day -365 through 0 days relative to index: Muscle weakness,79908
drug_exposure during day -365 through 0 days relative to index: tamsulosin 0.200000000000000011 MG Extended Release Oral Capsule,42931510
measurement during day -365 through 0 days relative to index: Transferrin [Mass/volume] in Serum or Plasma,3004789
condition_occurrence during day -365 through 0 days relative to index: Traumatic spinal subdural hematoma,4096627
condition_era group during day -365 through 0 days relative to index: Traumatic spinal subdural hematoma,4096627
condition_era group during day -365 through 0 days relative to index: Mass of musculoskeletal structure,4116964
condition_era group during day -365 through 0 days relative to index: Neuraxial hematoma,40490492
condition_era group during day -365 through 0 days relative to index: Hemorrhage into subdural space of spine,42709923
condition_era group during day -365 through 0 days relative to index: Spinal subdural hematoma,45766653
measurement during day -365 through 0 days relative to index: Platelet aggregation arachidonate induced [Units/volume] in Platelet rich plasma,3050758
condition_era group during day -365 through 0 days relative to index: Intraspinal space-occupying lesion,4113237
condition_era group during day -365 through 0 days relative to index: Traumatic hematoma,4164343
condition_era group during day -365 through 0 days relative to index: Traumatic hematoma of subdural space of neuraxis,42709924
condition_era group during day -365 through 0 days relative to index: Pressure ulcer,135333
measurement during day -365 through 0 days relative to index: Urea nitrogen [Mass/volume] in Urine,3011965
condition_era group during day -365 through 0 days relative to index: Ulcer of skin or mucosa,4079709
condition_era group during day -365 through 0 days relative to index: Skin ulcer,4262920
condition_era group during day -365 through 0 days relative to index: Mucocutaneous ulcer,4318377
drug_exposure during day -365 through 0 days relative to index: irinotecan Injection,35604253
measurement during day -365 through 0 days relative to index: Bilirubin.conjugated [Mass/volume] in Serum or Plasma,3019676
measurement during day -365 through 0 days relative to index: Leukocyte-poor plateletpheresis units given [#],40757545
drug_exposure during day -365 through 0 days relative to index: Midazolam 15 MG,708340
drug_exposure during day -365 through 0 days relative to index: 500 ML Glucose 50 MG/ML Injection,36249734
drug_exposure during day -365 through 0 days relative to index: Aspirin 100 MG,1113348
CHADS2VASc,0
drug_era group during day -365 through 0 days relative to index: Vitamin B12 (cyanocobalamin and analogues),21601120
drug_era during day -365 through 0 days relative to index: Pramipexole,720810
drug_era group during day -365 through 0 days relative to index: Pramipexole,720810
index year: 2019,0
condition_era group during day -365 through 0 days relative to index: Finding related to sleep,444108
drug_era group during day -365 through 0 days relative to index: Dopamine agonists,21604472
condition_era group during day -365 through 0 days relative to index: Inflammatory disorder of musculoskeletal system,4176946
drug_era during day -365 through 0 days relative to index: Levodopa,789578
drug_era group during day -365 through 0 days relative to index: Levodopa,789578
drug_era group during day -365 through 0 days relative to index: Dopa and dopa derivatives,21604463
measurement during day -365 through 0 days relative to index: Renin [Mass/volume] in Plasma,3037310
drug_era group during day -365 through 0 days relative to index: DERMATOLOGICALS,21601907
measurement during day -365 through 0 days relative to index: Unknown concept,7005000005
condition_era group during day -365 through 0 days relative to index: Mass of pancreas,4143397
drug_exposure during day -365 through 0 days relative to index: 10 ML Esmolol hydrochloride 10 MG/ML Injection,35603875
condition_era group during day -365 through 0 days relative to index: Retroperitoneal mass,4287399
measurement during day -365 through 0 days relative to index: Unknown concept,7005000006
measurement during day -365 through 0 days relative to index: Inspiration.duration setting Ventilator,3046630
drug_exposure during day -365 through 0 days relative to index: clopidogrel 75 MG,1322187
condition_era group during day -365 through 0 days relative to index: Fracture of bone,75053
condition_era group during day -365 through 0 days relative to index: Bone injury,4154739
drug_exposure during day -365 through 0 days relative to index: nafamostat mesilate 10 MG Injection,42960672
drug_era during day -365 through 0 days relative to index: nebivolol,1314577
drug_era group during day -365 through 0 days relative to index: nebivolol,1314577
measurement during day -365 through 0 days relative to index: Visual acuity uncorrected Right eye by Snellen eye chart,21491746
condition_era group during day -365 through 0 days relative to index: Benign neoplastic disease,435506
condition_era group during day -365 through 0 days relative to index: Immunodeficiency disorder,433740
condition_era group during day -365 through 0 days relative to index: Phagocytic cell defect,4121285
condition_era group during day -365 through 0 days relative to index: Granulocyte count below reference range,4220307
condition_era group during day -365 through 0 days relative to index: Primary immune deficiency disorder,4239314
measurement during day -365 through 0 days relative to index: Protozoa identified in Unspecified specimen,3048173
drug_exposure during day -365 through 0 days relative to index: zaltoprofen 80 MG,42960401
measurement during day -365 through 0 days relative to index: Target body temperature,44809207
measurement during day -365 through 0 days relative to index: Visual acuity uncorrected Left eye by Snellen eye chart,21491747
measurement during day -365 through 0 days relative to index: Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay,3016407
condition_era group during day -365 through 0 days relative to index: Quantitative disorder of neutrophils,4023313
condition_era group during day -365 through 0 days relative to index: Quantitative abnormality of granulocytes,4023314
condition_occurrence during day -365 through 0 days relative to index: Neutropenic disorder,4119158
condition_era group during day -365 through 0 days relative to index: Neutropenic disorder,4119158
condition_era group during day -365 through 0 days relative to index: Neutrophil count abnormal,4306410
measurement during day -365 through 0 days relative to index: Glucose [Mass/volume] in Serum or Plasma,3004501
condition_occurrence during day -365 through 0 days relative to index: Hemoptysis,261687
drug_era during day -365 through 0 days relative to index: apixaban,43013024
drug_era group during day -365 through 0 days relative to index: apixaban,43013024
procedure_occurrence during day -365 through 0 days relative to index: Heart valve replacement,4145119
condition_era group during day -365 through 0 days relative to index: Heart valve stenosis,4195003
condition_era group during day -365 through 0 days relative to index: Mitral valve stenosis,315273
condition_era group during day -365 through 0 days relative to index: Abnormality of aortic valve,40491478
drug_exposure during day -365 through 0 days relative to index: Levofloxacin 500 MG,19082484
measurement during day -365 through 0 days relative to index: pH of Venous blood,3012544
measurement during day -365 through 0 days relative to index: Bicarbonate [Moles/volume] in Venous blood,3027273
condition_era group during day -365 through 0 days relative to index: Nonproliferative diabetic retinopathy,376683
drug_exposure during day -365 through 0 days relative to index: Cephradine 500 MG Oral Capsule,1786844
condition_era group during day -365 through 0 days relative to index: Neoplasm of pancreas,4129886
drug_exposure during day -365 through 0 days relative to index: Desoximetasone 2.5 MG/ML Topical Lotion,19115084
condition_era group during day -365 through 0 days relative to index: Lesion of joint,4179141
drug_exposure during day -365 through 0 days relative to index: Zinc Sulfate 1 MG/ML,19044631
measurement during day -365 through 0 days relative to index: Axis Left eye Autorefractor.auto,3001254
measurement during day -365 through 0 days relative to index: Cylinder Left eye Autorefractor.auto,3002343
measurement during day -365 through 0 days relative to index: Sphere Left eye Autorefractor.auto,3003500
measurement during day -365 through 0 days relative to index: 5% plasma protein fraction given [Volume],40757560
drug_exposure during day -365 through 0 days relative to index: 100 ML Dexmedetomidine 0.004 MG/ML Injection,35603044
condition_occurrence during day -365 through 0 days relative to index: Sequelae of tuberculosis,4090205
condition_era group during day -365 through 0 days relative to index: Sequelae of tuberculosis,4090205
condition_era group during day -365 through 0 days relative to index: Sequelae of infectious disease,36714927
condition_era group during day -365 through 0 days relative to index: Sequela of infection caused by bacterium,36716519
condition_era group during day -365 through 0 days relative to index: Sequela of infection caused by Mycobacterium,36717155
drug_era during day -365 through 0 days relative to index: Hyaluronidase,19073699
drug_era group during day -365 through 0 days relative to index: Hyaluronidase,19073699
drug_era group during day -365 through 0 days relative to index: OTHER HEMATOLOGICAL AGENTS,21601225
drug_era group during day -365 through 0 days relative to index: OTHER HEMATOLOGICAL AGENTS,21601226
drug_era group during day -365 through 0 days relative to index: Enzymes,21601227
condition_era group during day -365 through 0 days relative to index: Secondary malignant neoplastic disease,432851
condition_era group during day -365 through 0 days relative to index: Inflammatory disorder of upper respiratory tract,4043671
drug_exposure during day -365 through 0 days relative to index: 24 HR rivastigmine 0.396 MG/HR Transdermal System,19127021
drug_era group during day -365 through 0 days relative to index: GENITO URINARY SYSTEM AND SEX HORMONES,21602359
drug_exposure during day -365 through 0 days relative to index: Nifedipine 30 MG,1318918
condition_era group during day -365 through 0 days relative to index: Sequela of disorder,4201705
condition_occurrence during day -365 through 0 days relative to index: Radiation physics consultation with therapeutic radiologist,4225894
measurement during day -365 through 0 days relative to index: Hepatitis C virus Ab [Presence] in Serum,3017143
condition_era group during day -365 through 0 days relative to index: Lesion of stomach,4113547
measurement during day -365 through 0 days relative to index: Bacterial 16S rRNA sequencing [Identifier] in Unspecified specimen,40769539
condition_era group during day -365 through 0 days relative to index: Anxiety disorder,442077
condition_era group during day -365 through 0 days relative to index: Congenital anomaly of cerebrovascular system,372721
condition_era group during day -365 through 0 days relative to index: Congenital arteriovenous malformation,4119780
condition_occurrence during day -365 through 0 days relative to index: Cerebral arteriovenous malformation,4121803
condition_era group during day -365 through 0 days relative to index: Cerebral arteriovenous malformation,4121803
condition_era group during day -365 through 0 days relative to index: Congenital intracranial vascular malformation,45773171
drug_exposure during day -365 through 0 days relative to index: Amlodipine 5 MG / Losartan 50 MG Oral Tablet,42950421
drug_exposure during day -365 through 0 days relative to index: Roxithromycin 150 MG,19063879
drug_era during day -365 through 0 days relative to index: gatifloxacin,1789276
drug_era group during day -365 through 0 days relative to index: gatifloxacin,1789276
condition_era group during day -365 through 0 days relative to index: Vascular disorder of pelvis,4299440
condition_era group during day -365 through 0 days relative to index: Spinal cord disease,135526
drug_exposure during day -365 through 0 days relative to index: Thioctic Acid 600 MG,1386698
condition_era group during day -365 through 0 days relative to index: Fracture of femur,442560
condition_occurrence during day -365 through 0 days relative to index: Cardiogenic shock,198571
condition_era group during day -365 through 0 days relative to index: Cardiogenic shock,198571
condition_era group during day -365 through 0 days relative to index: Disease affecting entire cardiovascular system,4025194
condition_era group during day -365 through 0 days relative to index: Subarachnoid hemorrhage due to ruptured aneurysm,4046365
condition_era group during day -365 through 0 days relative to index: Hemorrhage into subarachnoid space of neuraxis,42873109
condition_era group during day -365 through 0 days relative to index: Arterial hemorrhage,4121635
condition_era group during day -365 through 0 days relative to index: Dissection of artery,46272492
index year: 2005,0
measurement during day -365 through 0 days relative to index: Hepatitis B virus e Ab [Presence] in Serum or Plasma by Immunoassay,3036806
drug_exposure during day -365 through 0 days relative to index: Rifampin 450 MG,19089490
condition_occurrence during day -365 through 0 days relative to index: Bronchiectasis,256449
condition_era group during day -365 through 0 days relative to index: Bronchiectasis,256449
measurement during day -365 through 0 days relative to index: Herpes simplex virus 1 DNA [Presence] in Unspecified specimen by NAA with probe detection,3035069
condition_era group during day -365 through 0 days relative to index: Squamous cell carcinoma,4300118
measurement during day -365 through 0 days relative to index: T-cell subsets CD4 and CD8 panel - Blood,40768448
measurement during day -365 through 0 days relative to index: HLA-A [Type],3024471
condition_era group during day -365 through 0 days relative to index: Viral respiratory infection,4193169
condition_era group during day -365 through 0 days relative to index: Influenza,4266367
condition_era group during day -365 through 0 days relative to index: Disease due to Orthomyxoviridae,4277745
condition_era group during day -365 through 0 days relative to index: Vasculitis,4137275
drug_exposure during day -365 through 0 days relative to index: Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet,19102491
